醫事機構代碼,醫事機構名稱,主責機構註記,醫事機構地址,醫事機構電話,生效起日,生效迄日,整合團隊代碼,整合團隊名稱
2331120017,新北巿瑞芳區衛生所,,新北市瑞芳區明燈路３段１號,02 24972132,106/04/18,107/12/31,HM31240001,新北市平溪區衛生所照護團隊
2331130013,新北市土城區衛生所,,新北市土城區和平路２６號１、２樓,02 22603181,106/03/02,107/12/31,HM01190001,青年公園居家醫療照護團隊
2331130013,新北市土城區衛生所,,新北市土城區和平路２６號１、２樓,02 22603181,106/03/15,107/12/31,HM31130001,北區社區居家照護整合團隊
2331140019,新北市蘆洲區衛生所,,新北市蘆洲區中央路５８號,02 22812011,106/02/20,107/12/31,HM01190001,青年公園居家醫療照護團隊
2331150015,新北市五股區衛生所,,新北市五股區中興路４段６７號－１,02 22917717,106/03/02,107/12/31,HM01190001,青年公園居家醫療照護團隊
2331160011,新北市泰山區衛生所,,新北市泰山區全興路２１２號３樓,02 22962858,106/02/20,107/12/31,HM01190001,青年公園居家醫療照護團隊
2331180013,新北市深坑區衛生所,,新北市深坑區深坑街１６５號１－３樓,02 26621567,106/02/24,107/12/31,HM01200001,萬芳團隊
2331190019,新北市石碇區衛生所,V,新北市石碇區潭邊里碇坪路１段８２號,02 26631325,106/02/16,107/12/31,HM31190001,新北市石碇區衛生所照護團隊
2331200010,新北市坪林區衛生所,V,新北市坪林區坪林街１０４號,02 26656272,106/01/09,107/12/31,HM31200001,新北市坪林區衛生所照護團隊
2331210016,新北市三芝區衛生所,,新北市三芝區中山路１段１２號,02 26362007,106/01/01,107/12/31,HM31270001,國立臺灣大學醫學院附設醫院金山分院團隊
2331220012,新北市石門區衛生所,,新北市石門區中山路２８－１號,02 26381007,106/01/01,107/12/31,HM31270001,國立臺灣大學醫學院附設醫院金山分院團隊
2331230018,新北市八里區衛生所,,新北市八里區舊城路１６號,02 26102137,106/03/13,107/12/31,HM01190001,青年公園居家醫療照護團隊
2331240014,新北市平溪區衛生所,V,新北市平溪區公園街１７號１樓,02 24951015,106/02/24,107/12/31,HM31240001,新北市平溪區衛生所照護團隊
2331250010,新北市雙溪區衛生所,,新北市雙溪區新基南路１８號,02 24931211,106/04/18,107/12/31,HM31240001,新北市平溪區衛生所照護團隊
2331260016,新北市貢寮區衛生所,,新北市貢寮區朝陽街７０巷１０號、新北市貢寮區仁愛路１２８號,02 24901431,106/04/18,107/12/31,HM31240001,新北市平溪區衛生所照護團隊
2331270012,新北市金山區衛生所,,新北市金山區民生路５９號,02 24982778,106/01/01,107/12/31,HM31270001,國立臺灣大學醫學院附設醫院金山分院團隊
2331280018,新北市萬里區衛生所,,新北市萬里區瑪鍊路１５７號１－３樓及地下１樓,02 24921117,106/01/01,107/12/31,HM31270001,國立臺灣大學醫學院附設醫院金山分院團隊
2331290014,新北市烏來區衛生所,,新北市烏來區新烏路５段１０９號,02 26617200,106/03/13,107/12/31,HM01190001,青年公園居家醫療照護團隊
2332040018,桃園市楊梅區衛生所,,桃園市楊梅區校前路４０９號,03 4750151,105/04/26,999/12/31,HM32040001,天成醫院
2332050014,桃園市蘆竹區衛生所,,桃園市蘆竹區長安路二段238號,03 3524732,106/02/03,999/12/31,HM32010004,敏盛綜合醫院
2332130017,桃園市復興區衛生所,,桃園市復興區澤仁里中正路２５號,03 3822325,105/05/06,999/12/31,HM32100001,共好居家醫療團
2333140017,新竹縣五峰鄉衛生所,,新竹縣五峰鄉大隘村六鄰９９號,03 5851005,105/09/23,999/12/31,HM12010002,靈芝(聆知)qpacing
2334010018,宜蘭縣宜蘭市衛生所,,宜蘭縣宜蘭市健康路二段２－２號１樓,03 9322362,105/09/08,107/12/31,HM34070002,宜蘭縣政府幸福蘭陽居家醫療照護團隊
2334020014,宜蘭縣羅東鎮衛生所,,宜蘭縣羅東鎮民生路７９號,03 9542321,106/02/22,107/12/31,HM34070002,宜蘭縣政府幸福蘭陽居家醫療照護團隊
2334030010,宜蘭縣蘇澳鎮衛生所,,宜蘭縣蘇澳鎮志成路６０號,03 9962185,105/09/08,107/12/31,HM34070002,宜蘭縣政府幸福蘭陽居家醫療照護團隊
2334040016,宜蘭縣頭城鎮衛生所,V,宜蘭縣頭城鎮吉祥路１５號,03 9771034,105/06/02,107/12/31,HM34040001,頭城鎮衛生所團隊
2334040016,宜蘭縣頭城鎮衛生所,,宜蘭縣頭城鎮吉祥路１５號,03 9771034,105/09/08,107/12/31,HM34070002,宜蘭縣政府幸福蘭陽居家醫療照護團隊
2334050012,宜蘭縣礁溪鄉衛生所,,宜蘭縣礁溪鄉礁溪路４段１２６號,03 9882908,105/09/08,107/12/31,HM34070002,宜蘭縣政府幸福蘭陽居家醫療照護團隊
2334060018,宜蘭縣壯圍鄉衛生所,,宜蘭縣壯圍鄉中央路２段２９０號,03 9385503,105/09/08,107/12/31,HM34070002,宜蘭縣政府幸福蘭陽居家醫療照護團隊
2334070014,宜蘭縣員山鄉衛生所,V,宜蘭縣員山鄉復興路２號,03 9221575,105/09/08,107/12/31,HM34070002,宜蘭縣政府幸福蘭陽居家醫療照護團隊
2334081026,宜蘭縣冬山鄉衛生所,,宜蘭縣冬山鄉中正路１６號,03 9594772,105/09/08,107/12/31,HM34070002,宜蘭縣政府幸福蘭陽居家醫療照護團隊
2334090016,宜蘭縣五結鄉衛生所,,宜蘭縣五結鄉五結村五結路２段３３７號,03 9501564,105/09/08,107/12/31,HM34070002,宜蘭縣政府幸福蘭陽居家醫療照護團隊
2334100017,宜蘭縣三星鄉衛生所,,宜蘭縣三星鄉三星路５段７０號,03 9892227,105/09/08,107/12/31,HM34070002,宜蘭縣政府幸福蘭陽居家醫療照護團隊
2334110013,宜蘭縣大同鄉衛生所,V,宜蘭縣大同鄉崙埤村朝陽４０號,03 9801175,105/07/01,107/12/31,HM34110001,宜蘭縣大同鄉衛生所團隊
2334110013,宜蘭縣大同鄉衛生所,,宜蘭縣大同鄉崙埤村朝陽４０號,03 9801175,105/09/08,107/12/31,HM34070002,宜蘭縣政府幸福蘭陽居家醫療照護團隊
2334120019,宜蘭縣南澳鄉衛生所,V,宜蘭縣南澳鄉蘇花路２段３７５號,03 9981019,105/06/06,107/12/31,HM34120001,宜蘭縣南澳鄉衛生所團隊
2334120019,宜蘭縣南澳鄉衛生所,,宜蘭縣南澳鄉蘇花路２段３７５號,03 9981019,105/09/08,107/12/31,HM34070002,宜蘭縣政府幸福蘭陽居家醫療照護團隊
2335010012,苗栗縣苗栗市衛生所,,苗栗縣苗栗市建民街２８號,037277129,106/02/18,999/12/31,HM35010001,心苗栗
2335020018,苗栗縣苑裡鎮衛生所,,苗栗縣苑裡鎮客庄里公民街１６號,037869595,105/07/12,999/12/31,HM35010001,心苗栗
2335030014,苗栗縣通霄鎮衛生所,,苗栗縣通霄鎮通東里中正路９－６號,037752048,105/07/12,999/12/31,HM35010001,心苗栗
2335040010,苗栗縣竹南鎮衛生所,,苗栗縣竹南鎮大營路２０９號,037470152,105/05/23,999/12/31,HM35050002,心風采
2335060012,苗栗縣後龍鎮衛生所,,苗栗縣後龍鎮大庄里21鄰光華路３７１號,037722008,105/05/23,999/12/31,HM35010001,心苗栗
2335080014,苗栗縣大湖鄉衛生所,,苗栗縣大湖鄉明湖村中原路８７號,037991034,106/02/18,999/12/31,HM35010001,心苗栗
2335100011,苗栗縣銅鑼鄉衛生所,,苗栗縣銅鑼鄉銅鑼村新興路８１號,037981006,106/03/31,999/12/31,HM35010001,心苗栗
2335110017,苗栗縣南庄鄉衛生所,,苗栗縣南庄鄉東村大同路１７號,037822024,105/05/23,999/12/31,HM35050002,心風采
2335120013,苗栗縣頭屋鄉衛生所,,苗栗縣頭屋鄉頭屋村中山街５６巷５４號,037253534,106/02/18,999/12/31,HM35010001,心苗栗
2335130019,苗栗縣三義鄉衛生所,,苗栗縣三義鄉復興路45號,037872014,105/05/23,999/12/31,HM35010001,心苗栗
2335140015,苗栗縣西湖鄉衛生所,,苗栗縣西湖鄉龍洞村1鄰16號,037921211,106/02/18,999/12/31,HM35010001,心苗栗
2335170013,苗栗縣獅潭鄉衛生所,,苗栗縣獅潭鄉新店村130-6號,037931309,105/07/12,999/12/31,HM35010001,心苗栗
2335180019,苗栗縣泰安鄉衛生所,,苗栗縣泰安鄉清安村２鄰７２號,037941054,105/05/23,999/12/31,HM35010001,心苗栗
2337090018,彰化縣線西鄉衛生所,,彰化縣線西鄉寓埔村和線路９５７巷２號,04 7585201,106/03/31,107/12/31,HM37010004,彰聯居家醫療整合照護團隊
2337200014,彰化縣二水鄉衛生所,V,彰化縣二水鄉二水村過圳路１９號,04 8791077,105/02/24,107/12/31,HM37200001,二水衛生所
2337200014,彰化縣二水鄉衛生所,,彰化縣二水鄉二水村過圳路１９號,04 8791077,105/05/27,107/12/31,HM37010002,馨樂
2337200014,彰化縣二水鄉衛生所,,彰化縣二水鄉二水村過圳路１９號,04 8791077,105/05/27,107/12/31,HM37030001,馨美
2337200014,彰化縣二水鄉衛生所,,彰化縣二水鄉二水村過圳路１９號,04 8791077,105/05/27,107/12/31,HM37060001,馨滿
2337200014,彰化縣二水鄉衛生所,,彰化縣二水鄉二水村過圳路１９號,04 8791077,105/06/29,107/12/31,HM37050002,員滿
2337200014,彰化縣二水鄉衛生所,,彰化縣二水鄉二水村過圳路１９號,04 8791077,105/06/29,107/12/31,HM37080001,健康二林
2337250014,彰化縣竹塘鄉衛生所,,彰化縣竹塘鄉竹塘村竹林路１段３０４號,04 8972009,106/01/03,107/12/31,HM37200001,二水衛生所
2338120015,南投縣信義鄉衛生所,V,南投縣信義鄉明德村玉山路４５號,0492791148,105/05/12,107/12/31,HM38120001,南投縣信義鄉衛生所
2340010015,嘉義縣朴子市衛生所,,嘉義縣朴子市安福里光復路４０號,05 3792037,106/01/13,107/12/31,HM22010002,嘉基居家醫療照護整合計畫團隊
2340010015,嘉義縣朴子市衛生所,,嘉義縣朴子市安福里光復路４０號,05 3792037,106/02/07,107/12/31,HM40130001,快樂活居家醫療照護團隊
2340020011,嘉義縣布袋鎮衛生所,V,嘉義縣布袋鎮新厝里２１號,05 3472032,106/02/21,107/12/31,HM40020001,布袋鎮衛生所
2340030017,嘉義縣大林鎮衛生所,,嘉義縣大林鎮平林里中山路２５２號,05 2641262,106/02/08,107/12/31,HM40030001,大林慈濟居家醫療照護整合計畫團隊
2340040013,嘉義縣民雄鄉衛生所,,嘉義縣民雄鄉中樂村文化路７之２號,05 2262018,106/03/03,107/12/31,HM22010002,嘉基居家醫療照護整合計畫團隊
2340050019,嘉義縣溪口鄉衛生所,,嘉義縣溪口鄉溪北村二鄰中山路１號,05 2691046,106/02/08,107/12/31,HM40030001,大林慈濟居家醫療照護整合計畫團隊
2340060015,嘉義縣新港鄉衛生所,,嘉義縣新港鄉宮前村中山路１６７號,05 3742025,105/12/07,107/12/31,HM22010002,嘉基居家醫療照護整合計畫團隊
2340070011,嘉義縣六腳鄉衛生所,V,嘉義縣六腳鄉蒜頭村１５鄰蒜頭７３－１號,05 3802016,105/11/10,107/12/31,HM40070001,六腳鄉衛生所居家醫療照護整合團隊
2340080017,嘉義縣東石鄉衛生所,,嘉義縣東石鄉東石村３之７號,05 3732340,105/12/07,107/12/31,HM22010002,嘉基居家醫療照護整合計畫團隊
2340130012,嘉義縣中埔鄉衛生所,,嘉義縣中埔鄉中埔村中埔１３０號之１,05 2531008,105/09/01,107/12/31,HM40130001,快樂活居家醫療照護團隊
2340140018,嘉義縣竹崎鄉衛生所,,嘉義縣竹崎鄉竹崎村文化路１９－１號,05 2611264,106/01/13,107/12/31,HM22010002,嘉基居家醫療照護整合計畫團隊
2340150014,嘉義縣梅山鄉衛生所,,嘉義縣梅山鄉華山路１８號,05 2621249,105/12/07,107/12/31,HM22010002,嘉基居家醫療照護整合計畫團隊
2340160010,嘉義縣番路鄉衛生所,,嘉義縣番路鄉下坑村菜公店６０號,05 2591148,105/09/01,107/12/31,HM40130001,快樂活居家醫療照護團隊
2341110014,臺南市東山區衛生所,,臺南市東山區東山里２３６號,06 6802618,105/10/03,107/12/31,HM41010001,衛生福利部新營醫院
2341140012,臺南市官田區衛生所,,臺南市官田區隆田里中山路一段１２８號,06 5791493,105/10/03,107/12/31,HM41010001,衛生福利部新營醫院
2341210019,臺南市安定區衛生所,,臺南市安定區安定里５９－１號,06 5922022,105/05/20,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
2341230011,臺南市玉井區衛生所,,臺南市玉井區玉田里中正路５號,06 5742275,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
2341300018,台南市龍崎區衛生所,,臺南市龍崎區崎頂里新市子１５８號,06 5941397,105/10/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
2342040011,高雄市美濃區衛生所,,高雄市美濃區美中路２４６號,07 6812064,105/11/24,107/12/31,HM42030001,旗山區居家醫療照護團隊
2342050017,高雄市林園區衛生所,,高雄市林園區林園里林園北路186號,07 6412404,106/02/16,107/12/31,HM02080002,阮綜合社區居家醫療群
2342050017,高雄市林園區衛生所,,高雄市林園區林園里林園北路186號,07 6412404,106/02/24,107/12/31,HM02110001,小港居家照護中心
2342060013,高雄市大寮區衛生所,,高雄市大寮區永芳里進學路１２９巷２－１號,07 7816819,106/02/24,107/12/31,HM02110001,小港居家照護中心
2342120014,高雄市燕巢區衛生所,,高雄市燕巢區南燕里中興路２號,07 6161148,106/03/27,107/12/31,HM42020002,岡山居家醫療照護整合
2342140016,高雄市阿蓮區衛生所,,高雄市阿蓮區民生路９４－１號,07 6317141,106/02/15,107/12/31,HM02030002,高雄榮民總醫院居家醫療照護團隊
2342150012,高雄市路竹區衛生所,,高雄市路竹區竹南里國昌路８６巷２２號,07 6962449,106/02/15,107/12/31,HM02030002,高雄榮民總醫院居家醫療照護團隊
2342180010,高雄市永安區衛生所,,高雄市永安區永安路２６號,07 6912015,106/02/15,107/12/31,HM02030002,高雄榮民總醫院居家醫療照護團隊
2342210013,高雄市六龜區衛生所,,高雄市六龜區民治路１８號,07 6891244,106/02/06,107/12/31,HM42030001,旗山區居家醫療照護團隊
2342250017,高雄市茂林區衛生所,,高雄市茂林區茂林里茂林巷８－４號,07 6801046,106/03/15,107/12/31,HM42030001,旗山區居家醫療照護團隊
2343040015,屏東縣恆春鎮衛生所,,屏東縣恆春鎮山腳里文化路７８號,08 8892140,106/01/23,107/12/31,HM43040001,恆春半島居家醫療整合照護團隊
2343070013,屏東縣麟洛鄉衛生所,,屏東縣麟洛鄉麟蹄村中山路１５６－１號,08 7221152,106/04/24,107/12/31,HM43010003,衛生福利部屏東醫院
2343090015,屏東縣里港鄉衛生所,,屏東縣里港鄉大平村中山路１０３１號,08 7751711,106/04/24,107/12/31,HM43010003,衛生福利部屏東醫院
2343110012,屏東縣高樹鄉衛生所,,屏東縣高樹鄉長榮村南昌路１２２號,08 7962026,105/12/06,107/12/31,HM43110001,高樹居家醫療照護團隊
2343160012,屏東縣枋寮鄉衛生所,V,屏東縣枋寮鄉枋寮村德興路７７號,08 8782940,105/07/18,107/12/31,HM43160001,屏南整合居家護理
2343260017,屏東縣三地門鄉衛生所,,屏東縣三地門鄉三地村行政街４號,08 7991284,105/10/06,107/12/31,HM43010002,屏東基督教醫院
2343330014,屏東縣牡丹鄉衛生所,,屏東縣牡丹鄉石門村１９號,08 8831013,106/01/23,107/12/31,HM43040001,恆春半島居家醫療整合照護團隊
2344050015,澎湖縣望安鄉衛生所,,澎湖縣望安鄉西安村３６－７號,06 9991036,106/03/14,107/12/31,HM44010001,部澎居家醫療整合照護團隊
2345020011,花蓮縣鳳林鎮衛生所,,花蓮縣鳳林鎮公正街８之１號,03 8761116,106/04/18,999/12/31,HM45010002,原鄉醫療照護團隊
2345040013,花蓮縣新城鄉衛生所,,花蓮縣新城鄉北埔村北埔路１６０號,03 8266781,106/04/28,107/12/31,HM45010001,花蓮醫院暨豐濱原住民分院居家醫療群
2345060015,花蓮縣壽豐鄉衛生所,,花蓮縣壽豐鄉壽豐村公園路２８巷１０號,03 8652101,106/04/18,999/12/31,HM45010002,原鄉醫療照護團隊
2345070011,花蓮縣光復鄉衛生所,,花蓮縣光復鄉大馬村中學街１５８號,03 8701114,106/04/18,999/12/31,HM45010002,原鄉醫療照護團隊
2345090013,花蓮縣瑞穗鄉衛生所,,花蓮縣瑞穗鄉民生街７５號,03 8872045,106/04/25,107/12/31,HM45050001,光鹽醫療照顧團隊
2345100014,花蓮縣富里鄉衛生所,,花蓮縣富里鄉富里村中山路２０３號,03 8831029,106/04/18,999/12/31,HM45010002,原鄉醫療照護團隊
2345110010,花蓮縣秀林鄉衛生所,,花蓮縣秀林鄉秀林村１２鄰秀林路８８號,03 8612122,105/10/26,107/12/31,HM45050001,光鹽醫療照顧團隊
2345110010,花蓮縣秀林鄉衛生所,,花蓮縣秀林鄉秀林村１２鄰秀林路８８號,03 8612122,106/04/18,999/12/31,HM45010002,原鄉醫療照護團隊
2345120016,花蓮縣萬榮鄉衛生所,,花蓮縣萬榮鄉萬榮村１２號,03 8751651,106/04/18,999/12/31,HM45010002,原鄉醫療照護團隊
2346020015,台東縣成功鎮衛生所,,台東縣成功鎮忠仁里中山東路６４號,089851419,106/02/24,107/12/31,HM46010001,天主教聖母醫療團隊
2346050013,台東縣大武鄉衛生所,,台東縣大武鄉大武村濱海路１００號,089791325,106/02/24,107/12/31,HM46010001,天主教聖母醫療團隊
2346060019,台東縣太麻里鄉衛生所,,台東縣太麻里鄉泰和村２鄰民權路６６號,089781220,106/02/24,107/12/31,HM46010001,天主教聖母醫療團隊
2346070015,台東縣東河鄉衛生所,,台東縣東河鄉東河村南東河路１０鄰３００號,089896289,106/02/24,107/12/31,HM46010001,天主教聖母醫療團隊
2346090017,台東縣鹿野鄉衛生所,,台東縣鹿野鄉鹿野村中華路１段４１８號,089551074,106/03/15,107/12/31,HM46010003,東基行動醫療團隊
2346120010,台東縣延平鄉衛生所,,台東縣延平鄉桃源村昇平路１１號,089561040,106/02/24,107/12/31,HM46010001,天主教聖母醫療團隊
2346140012,台東縣達仁鄉衛生所,,台東縣達仁鄉安朔村復興路１２２號,089702209,106/02/24,107/12/31,HM46010001,天主教聖母醫療團隊
2346150018,台東縣金峰鄉衛生所,,台東縣金峰鄉賓茂村１鄰１４號,089772201,106/02/24,107/12/31,HM46010001,天主教聖母醫療團隊
2502090013,國軍高雄門診中心附設民眾診療服務處,,高雄市前鎮區光華二路５１號,07 3344003,105/07/28,107/12/31,HM02080001,國高總
2634010014,臺北榮民總醫院員山分院附設門診部,,宜蘭縣宜蘭市林森路１號,03 9222141,105/09/01,107/12/31,HM34070001,臺北榮民總醫院員山分院團隊
2634031022,臺北榮民總醫院蘇澳分院附設門診部,,宜蘭縣蘇澳鎮中山路１段４３９號；宜縣蘇澳鎮蘇濱路１段３０１號,03 9952443,105/08/01,107/12/31,HM34030001,臺北榮民總醫院蘇澳分院團隊
2701170052,臺北市立聯合醫院附設臺北市政府醫務室,,台北市信義區市府路１號,02 27205389,105/03/01,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
2734040014,國立陽明大學附設醫院附設大溪門診部,,宜蘭縣頭城鎮濱海路五段２１１號１樓,03 9781030,105/09/20,107/12/31,HM34010001,陽大居家醫療照護團隊
2940010017,朴子市農會附設診所,,嘉義縣朴子市平和里１鄰市東路３號,05 3790995,105/05/31,107/12/31,HM22010001,天主教聖馬爾定醫院居家醫療整合照護團隊
3144010518,財團法人天主教靈醫會惠民醫院附設澎南門診部,,澎湖縣馬公市鎖港里２４１號,06 9952633,105/08/22,107/12/31,HM44010002,惠民
3244030030,財團法人天主教靈醫會惠民醫院附設白沙診所,,澎湖縣白沙鄉赤崁村３７４號,06 9933165,105/08/22,107/12/31,HM44010002,惠民
3402040512,日月光半導體製造股份有限公司附設員工醫務室,,高雄市楠梓區楠梓加工出口區經五路123號6、7樓,07 3617131,106/02/15,107/12/31,HM02030002,高雄榮民總醫院居家醫療照護團隊
3501011322,安成診所,,台北市松山區富錦街４９７號,02 27624618,106/04/10,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501012838,閎新耳鼻喉科皮膚科聯合診所,,台北市松山區八德路３段２０－２號,02 25779898,105/10/24,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501013157,大家好診所,,台北市松山區民生東路４段８０巷１１弄２號１樓,02 27138819,105/10/24,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501022496,仁安診所,,台北市大安區和平東路２段１７５巷３４號１樓,02 27065995,105/08/29,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501026609,杏心診所,,台北市大安區金山南路２段２１８號５樓,02 23278799,106/03/27,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501027188,康婕婦產科診所,,台北市大安區光復南路２４０巷２３號２樓,02 27727282,106/03/27,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501028970,捷靚皮膚專科診所,,台北市大安區信義路４段４５號３樓－３,02 27076606,106/04/10,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501029922,健華診所,,台北市大安區和平東路２段２５５號、２５７號４樓,02 27072990,106/04/10,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
350102C487,珍世明眼科診所,,台北市大安區信義路４段９８號２樓,02 27552298,106/03/27,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
350102D135,李細祥內科診所,,台北市大安區四維路１９８巷３０弄５號,02 27018159,106/02/15,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501090458,施小兒科診所,,台北市大同區重慶北路３段２８號,02 25941935,105/11/09,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501091508,包眼科診所,,台北市大同區保安街５４－１號,02 25537526,105/11/09,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501092952,逸松外科診所,,台北市大同區重慶北路２段１９０號,02 25530955,105/11/09,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501093299,羅源彰診所,,台北市大同區長安西路１３７號,02 25552500,105/11/09,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501093584,建順診所,,台北市大同區甘州街５１號,02 25573250,105/11/09,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501093888,紘成診所,,台北市大同區長安西路３５號２樓,02 25492000,105/12/27,107/12/31,HM01190001,青年公園居家醫療照護團隊
3501100182,中崙聯合診所,,台北市中山區八德路２段３０３、３０５號１樓、３０７號１樓,02 27711501,105/11/09,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501100217,陳炯輝診所,,台北市中山區民生東路２段１０３號,02 25221796,105/11/09,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501101385,王三郎婦產科診所,,台北市中山區中山北路２段１６６號－２,02 25948759,105/11/09,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501101787,周賢章耳鼻喉科診所,,台北市中山區天祥路２６號,02 25213101,105/11/09,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501102622,宗北內科診所,,台北市中山區民生西路２４號２樓,02 25411001,105/11/09,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501103076,德容聯合診所,,台北市中山區吉林路１９７號、１９７號２樓,02 25643076,105/11/09,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501105310,高固診所,,台北市中山區北安路６１３號及５９５巷１號地下１層,02 25323036,105/11/09,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501106102,中山民權王耳鼻喉科診所,,台北市中山區中山北路２段１６６號之２,02 25948758,105/11/09,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501107538,禾康診所,,台北市中山區林森北路５１６號,02 25319998,105/10/03,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501107645,惟診所,,台北市中山區北安路５９５巷１號地下一層樓,02 25323038,105/11/09,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501107805,龍安診所,,台北市中山區錦州街２９６號,02 25179979,105/06/27,107/12/31,HM01190001,青年公園居家醫療照護團隊
3501112904,成安耳鼻喉科診所,,台北市內湖區成功路４段１５３號,02 27935940,105/10/24,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501113090,誠康診所,,台北市內湖區內湖路１段５８５號,02 26572585,105/12/08,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501113849,育睿診所,,台北市內湖區內湖路１段２１７巷３５號,02 26560801,105/07/16,107/12/31,HM01190001,青年公園居家醫療照護團隊
3501120157,黃家庭醫學科診所,,台北市南港區研究院路１段１６１號,02 27820908,105/10/24,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501121636,希文耳鼻喉科診所,,台北市南港區忠孝東路６段２３４號,02 27854868,105/10/24,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501121770,天慈婦產科診所,,台北市南港區同德路３７號１樓,02 27855176,106/03/27,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501150182,天母許內科家醫科診所,,台北市士林區天母北路４９號,02 28729367,105/12/02,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501150208,李世澤小兒科內科診所,,台北市士林區社子街６７號,02 28111472,105/05/20,107/12/31,HM01160002,仁和居家醫療照護團隊
3501150208,李世澤小兒科內科診所,,台北市士林區社子街６７號,02 28111472,105/12/08,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501150226,健原診所,,台北市士林區中正路６２７號１樓,02 28116409,105/12/02,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501150306,黃耀明診所,,台北市士林區中正路３２２號１樓,02 28320657,105/12/08,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501150388,邱世昌診所,,台北市士林區文林路７１８號,02 28343565,105/12/08,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501150413,柯耳鼻喉科診所,,台北市士林區大東路１４４號,02 28828825,105/12/02,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
